age,sex,adj1,adj2,adj3,adj4,adj5,celeb1_name,celeb2_name,celeb3_name,celeb4_name,celeb5_name
62,male,gravelly,resonant,world-weary,authoritative,booming,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Ron Perlman
71,female,sharp,acerbic,witty,precise,cutting,Phyllis Diller,Miriam Margolyes,Joan Chen,Glenn Close,Meryl Streep
28,male,high-pitched,nasally,nervous,slightly,reedy,Aaron Yoo,Max Schneider,Neil Gaiman,Seann William Scott,Chris Colfer
49,female,smooth,silvery,calm,measured,confident,Morena Baccarin,Amanda Seyfried,Caitriona Balfe,Sanaa Lathan,Olivia Colman
37,female,breathy,husky,sultry,melodic,whispering,Katheryn Winnick,Kelly Macdonald,Morena Baccarin,Shiri Appleby,Amanda Seyfried
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Bill Nighy
28,female,bright,chirpy,effervescent,youthful,giggly,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,rasping,thin,tremulous,wheezy,faint,John Amos,Peter Facinelli,Tom Kenny,Ron Perlman,Steve Martin
55,female,sharp,acerbic,cutting,precise,unyielding,Janice Dickinson,Glenn Close,Milla Jovovich,Marcia Gay Harden,Frances McDormand
67,female,gravelly,raspy,whispering,world-weary,knowing,Joan Chen,Miriam Margolyes,Phyllis Diller,Julie Gonzalo,Ruby Dee
33,male,smooth,resonant,confident,charming,urbane,Henry Cavill,Theo James,Sam Heughan,Richard Madden,Ryan Phillippe
72,male,booming,authoritative,gravelly,intense,powerful,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Charles Dance
48,female,breathy,high-pitched,girlish,slightly-nasal,effervescent,Amanda Seyfried,Kelli Berglund,Abigail Breslin,Kiernan Shipka,Raini Rodriguez
28,male,nasal,whiny,uncertain,mumbling,reedy,Seann William Scott,Jack Black,Seth Rogen,Patton Oswalt,Will Forte
37,female,husky,gravelly,raspy,world-weary,somber,Taraji P. Henson,Joan Chen,Susan Lucci,Leslie Mann,Katheryn Winnick
62,male,smooth,urbane,refined,self-assured,charming,Hugh Bonneville,Peter Facinelli,James Earl Jones,Jeremy Piven,Sean Pertwee
71,female,brittle,high-pitched,sharp,acerbic,cutting,Phyllis Diller,Miriam Margolyes,Jennifer Saunders,Wendy Williams,Rue McClanahan
28,male,nasal,whiny,reedy,insecure,plaintive,Seann William Scott,Jack Black,Seth Rogen,Neil Gaiman,Chris Colfer
55,female,breathy,lilting,sweet,girlish,dreamy,Amanda Seyfried,Shiri Appleby,Keeley Hawes,Caitriona Balfe,Rose McIver
37,female,breathy,husky,melodic,gentle,slightly raspy,Kelly Macdonald,Amanda Seyfried,Morena Baccarin,Shiri Appleby,Katheryn Winnick
72,male,gravelly,resonant,authoritative,deep,commanding,Brian Blessed,James Earl Jones,John Hurt,John Amos,James Cosmo
51,female,sharp,witty,crisp,acerbic,precise,Janice Dickinson,Joan Chen,Glenn Close,Milla Jovovich,Leslie Mann
28,male,nasal,high-pitched,reedy,nervous,slightly whiny,Seann William Scott,Neil Gaiman,Jack Black,Tom Kenny,Patton Oswalt
63,female,warm,motherly,comforting,gentle,slightly theatrical,Alfre Woodard,Dawn French,Miriam Margolyes,Ruby Dee,Olivia Colman
62,female,gravelly,raspy,world-weary,hushed,knowing,Glenn Close,Miriam Margolyes,Phyllis Diller,Margo Martindale,Joan Chen
37,male,smooth,resonant,confident,mellifluous,authoritative,Henry Cavill,Hugh Bonneville,Sam Heughan,Theo James,Richard Madden
28,female,bright,chirpy,effervescent,youthful,giddy,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,gruff,gravelly,booming,resonant,incisive,Brian Blessed,James Earl Jones,John Hurt,John Amos,Fred Williamson
49,female,breathy,sultry,whispering,enigmatic,seductive,Morena Baccarin,Sanaa Lathan,Katheryn Winnick,Mallika Sherawat,India de Beaufort
37,female,breathy,husky,sultry,seductive,whispery,Katheryn Winnick,Sanaa Lathan,Ashley Greene,Jennifer Beals,Morena Baccarin
72,male,gravelly,raspy,world-weary,resonant,authoritative,Brian Blessed,James Earl Jones,John Hurt,David Warner,John Amos
28,female,bright,chirpy,effervescent,youthful,bubbly,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
55,male,smooth,polished,urbane,charming,mellifluous,Hugh Bonneville,James Nesbitt,Theo James,Jeremy Piven,Sebastian De Souza
61,female,sharp,acerbic,witty,cutting,sardonic,Miriam Margolyes,Phyllis Diller,Joan Chen,Jennifer Saunders,Wendi McLendon-Covey
62,male,gravelly,resonant,authoritative,world-weary,calm,James Earl Jones,John Hurt,Brian Dennehy,Sam Neill,Alan Rickman
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Goodman,Jon Pertwee,Ron Perlman
67,female,gravelly,raspy,world-weary,whispering,authoritative,Phyllis Diller,Miriam Margolyes,Joan Chen,Leslie Mann,Margo Martindale
38,male,smooth,resonant,charming,urbane,confidential,Hugh Bonneville,James Earl Jones,Henry Cavill,Sam Heughan,Theo James
28,female,bright,bubbly,effervescent,girlish,enthusiastic,Amanda Seyfried,Witney Carson,Abigail Breslin,Kiernan Shipka,Dove Cameron
72,male,gruff,booming,gravelly,forthright,incisive,Brian Blessed,James Cromwell,John Goodman,John Hurt,Fred Williamson
45,female,sharp,cutting,precise,icy,unyielding,Janice Dickinson,Katheryn Winnick,Tilda Swinton,Glenn Close,Kangana Ranaut
62,female,gravelly,rasping,world-weary,acerbic,authoritative,Miriam Margolyes,Joan Chen,Phyllis Diller,Margo Martindale,Glenn Close
35,male,smooth,resonant,gentle,persuasive,melodic,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Sebastian De Souza
71,male,wheezy,raspy,crackling,comical,quavery,Brian Blessed,John Cleese,Bill Nighy,John Hurt,Tom Kenny
28,female,bright,chirpy,bubbly,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
47,male,deep,gravelly,intense,brooding,magnetic,Willem Dafoe,James Earl Jones,Chiwetel Ejiofor,Gary Busey,Ron Perlman
37,female,breathy,husky,sultry,gravelly,low,Katheryn Winnick,Morena Baccarin,Leslie Mann,Kelly Macdonald,Debi Mazar
62,male,gravelly,resonant,authoritative,deep,booming,Brian Blessed,James Earl Jones,John Goodman,John Hurt,Ron Perlman
71,female,sharp,witty,acerbic,crisp,precise,Phyllis Diller,Miriam Margolyes,Joan Chen,Jennifer Saunders,Wanda Sykes
28,male,nasal,high-pitched,whiny,reedy,thin,Neil Gaiman,Jack Black,Seann William Scott,Josh Peck,Patton Oswalt
55,female,smooth,velvety,calm,gentle,soothing,Amanda Seyfried,Olivia Colman,Sanaa Lathan,Caitriona Balfe,Idina Menzel
37,female,breathy,sultry,husky,melodic,slightly raspy,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Kate Voegele,Olivia Colman
62,male,gravelly,world-weary,resonant,authoritative,deep,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,John Goodman
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
71,male,nasally,whiny,thin,reedy,high-pitched,Jerry Trainor,Tom Kenny,Patton Oswalt,Marc Blucas,Will Mellor
49,female,sharp,witty,acerbic,cutting,precise,Joan Chen,Miriam Margolyes,Phyllis Diller,Wanda Sykes,Jennifer Saunders
37,female,breathy,husky,sultry,raspy,low,Scarlett Johansson,Katheryn Winnick,Sanaa Lathan,Jennifer Beals,Kelly Macdonald
62,male,gravelly,resonant,authoritative,deep,calm,James Earl Jones,Brian Dennehy,John Goodman,Ron Perlman,Charles Dance
28,female,bright,clear,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
71,male,wheezy,nasal,grumbling,querulous,thin,John Cleese,Christopher Mintz-Plasse,Tom Kenny,Patton Oswalt,Jack Black
49,female,sharp,precise,crisp,clear,direct,Olivia Colman,Constance Zimmer,Tilda Swinton,Kristin Wiig,Sarah Paulson
37,female,husky,gravelly,raspy,world-weary,somber,Joss Stone,Taraji P. Henson,Mary-Louise Parker,Leslie Mann,Constance Zimmer
62,male,booming,resonant,authoritative,gravelly,commanding,Brian Blessed,James Earl Jones,John Goodman,John Hurt,James Cromwell
28,female,high-pitched,bright,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
71,male,thin,reedy,whistling,nervous,tremulous,Bill Nighy,David Mamet,John Oliver,Stephen Fry,Tim Minchin
49,female,smooth,silky,cultivated,urbane,sophisticated,Katheryn Winnick,Sanaa Lathan,Olivia Colman,Jennifer Beals,Thandie Newton
62,female,gravelly,raspy,world-weary,whispering,knowing,Phyllis Diller,Miriam Margolyes,Joan Chen,Margo Martindale,Leslie Mann
37,male,smooth,baritone,resonant,commanding,assured,Henry Cavill,James Earl Jones,Hugh Bonneville,Damian Lewis,Idris Elba
28,female,bright,chirpy,bubbly,youthful,effervescent,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,gruff,gravelly,booming,authoritative,unyielding,Brian Blessed,John Hurt,James Cosmo,Ron Perlman,Fred Williamson
55,female,thin,high-pitched,breathy,nervous,tremulous,Kristen Johnston,Molly Shannon,Debi Mazar,Ana Gasteyer,Carrie Ann Inaba
62,male,resonant,authoritative,gravelly,smooth,convincing,James Earl Jones,Brian Blessed,John Hurt,John Goodman,Charles Dance
28,female,bright,bubbly,youthful,chirpy,effervescent,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,thin,reedy,tremulous,high-pitched,nervous,Bill Nighy,Tim Minchin,Patton Oswalt,David Koechner,Rob Brydon
49,female,crisp,clear,precise,well-modulated,commanding,Olivia Colman,Constance Zimmer,Sanaa Lathan,Katheryn Winnick,Taraji P. Henson
37,female,breathy,husky,sultry,gravelly,low,Katheryn Winnick,Sanaa Lathan,Taraji P. Henson,Jennifer Beals,Cote de Pablo
62,male,raspy,gravelly,world-weary,resonant,deep,Brian Dennehy,John Hurt,James Earl Jones,Willem Dafoe,Ron Perlman
28,female,bright,chirpy,youthful,clear,effervescent,Abigail Breslin,Kiernan Shipka,Ashley Greene,Kelli Berglund,Dove Cameron
37,female,husky,gravelly,world-weary,raspy,resonant,Joan Chen,Mira Furlan,Leslie Mann,Kelly Macdonald,Katheryn Winnick
62,male,booming,authoritative,gravelly,resonant,commanding,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Charles Dance
28,female,bright,clear,bubbly,youthful,chirpy,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
71,male,thin,reedy,whispering,quavering,feeble,Bill Nighy,John Cleese,Alan Rickman,Peter Jackson,Tom Kenny
55,female,sharp,acerbic,cutting,witty,precise,Miriam Margolyes,Phyllis Diller,Wanda Sykes,Jennifer Saunders,Wendi McLendon-Covey
37,female,husky,gravelly,sultry,raspy,knowing,Taraji P. Henson,Kate Walsh,Debi Mazar,Jennifer Saunders,Leslie Mann
62,male,booming,resonant,authoritative,gravelly,commanding,Brian Blessed,James Earl Jones,John Goodman,John Hurt,Charles Dance
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,thin,reedy,wheezy,slightly nasal,quavering,John Cleese,Bill Nighy,Stephen Fry,Alan Rickman,Peter Jackson
49,female,sharp,witty,cutting,precise,sarcastic,Wanda Sykes,Phyllis Diller,Miriam Margolyes,Molly Shannon,Lucy Punch
62,female,gravelly,whispering,raspy,knowing,world-weary,Joan Chen,Miriam Margolyes,Glenn Close,Margo Martindale,Phyllis Diller
37,male,smooth,resonant,confident,charming,mellifluous,Henry Cavill,Theo James,Sam Heughan,Hugh Bonneville,Sebastian De Souza
71,male,booming,authoritative,gravelly,powerful,commanding,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Charles Dance
28,female,bright,chirpy,youthful,bubbly,effervescent,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
49,female,sharp,witty,acerbic,cutting,sarcastic,Jennifer Saunders,Wanda Sykes,Amy Schumer,Kristen Wiig,Leslie Mann
37,female,husky,gravelly,raspy,world-weary,mellow,Joan Chen,Leslie Mann,Kelly Macdonald,Katheryn Winnick,Mira Furlan
62,male,booming,resonant,authoritative,gravelly,commanding,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Charles Dance
28,female,bright,chirpy,effervescent,youthful,bubbly,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,thin,reedy,tremulous,whispery,uncertain,John Hurt,Bill Nighy,Peter O'Toole,Alan Rickman,David Warner
55,female,sharp,cutting,acerbic,witty,sardonic,Phyllis Diller,Jennifer Saunders,Wendy Williams,Kathy Griffin,Joan Chen
62,female,gravelly,raspy,world-weary,whispering,somber,Miriam Margolyes,Phyllis Diller,Joan Chen,Glenn Close,Ruth McClanahan
37,male,smooth,resonant,authoritative,calm,assured,Henry Cavill,James Earl Jones,Sam Worthington,Idris Elba,Hugh Bonneville
71,male,high-pitched,reedy,nasally,querulous,irritable,Tim Minchin,John Oliver,Michael C. Hall,Steve Martin,Jerry Trainor
28,female,bright,chirpy,effervescent,giggly,youthful,Abigail Breslin,Kelli Berglund,Kiernan Shipka,Dove Cameron,Raini Rodriguez
49,male,deep,gravelly,rumbling,intense,dramatic,Brian Blessed,Willem Dafoe,Ron Perlman,Gary Busey,James Cosmo
37,female,breathy,husky,sultry,gravelly,low,Katheryn Winnick,Leslie Mann,Debi Mazar,Jennifer Beals,Mira Furlan
62,male,gravelly,resonant,authoritative,booming,deep,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,John Amos
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,raspy,whispering,hushed,thin,weak,John Hurt,Bill Nighy,Ian Holm,Peter Jacobson,Walter Matthau
62,female,gravelly,raspy,world-weary,whispering,hushed,Phyllis Diller,Miriam Margolyes,Joan Chen,Jean Smart,Linda Lavin
38,male,smooth,resonant,baritonal,mellifluous,suave,Henry Cavill,Sam Heughan,Theo James,Richard Madden,Hugh Bonneville
71,male,booming,gravelly,authoritative,resonant,commanding,Brian Blessed,James Earl Jones,John Amos,John Hurt,Charles Dance
28,female,bright,chirpy,effervescent,youthful,bubbly,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
45,female,breathy,husky,sultry,seductive,whispery,Katheryn Winnick,Sanaa Lathan,Taraji P. Henson,Jennifer Beals,Mallika Sherawat
37,female,breathy,sultry,whispering,velvety,seductive,Morena Baccarin,Katheryn Winnick,Shiri Appleby,Kate Voegele,Jennifer Beals
72,male,gravelly,raspy,world-weary,resonant,authoritative,Brian Blessed,James Earl Jones,John Hurt,David Warner,Ron Perlman
61,female,sharp,witty,acerbic,crisp,cutting,Phyllis Diller,Joan Chen,Wanda Sykes,Miriam Margolyes,Jennifer Saunders
28,male,nasally,high-pitched,effeminate,reedy,quirky,Neil Gaiman,Max Schneider,Seth Rogen,Jack Black,Tim Minchin
49,female,clear,strong,confident,commanding,resonant,Taraji P. Henson,Alfre Woodard,Sanaa Lathan,Viola Davis,S. Epatha Merkerson
62,female,gravelly,whispering,raspy,somber,knowing,Joan Chen,Miriam Margolyes,Glenn Close,Meryl Streep,Phyllis Diller
37,male,smooth,urbane,resonant,mellifluous,assured,Henry Cavill,Hugh Bonneville,Theo James,Tom Hiddleston,Damian Lewis
71,female,breathy,quirky,high-pitched,effervescent,childlike,Dawn French,Jennifer Saunders,Lily Cole,Julie Gonzalo,Wendi McLendon-Covey
28,male,nasal,mumbling,uncertain,monotonous,reedy,Seth Rogen,Jack Black,Jason Segel,Will Forte,Patton Oswalt
49,female,sharp,cutting,authoritative,commanding,precise,Kangana Ranaut,Katheryn Winnick,Taraji P. Henson,Viola Davis,Marcia Gay Harden
37,female,breathy,sultry,husky,melodic,seductive,Katheryn Winnick,Sanaa Lathan,Morena Baccarin,Kate Beckinsale,Jennifer Beals
62,male,gravelly,resonant,authoritative,world-weary,gruff,Brian Blessed,James Earl Jones,John Goodman,John Hurt,Willem Dafoe
28,female,high-pitched,bright,effervescent,childlike,twittering,Abigail Breslin,Kiernan Shipka,Lea Michele,Raini Rodriguez,Kelli Berglund
71,male,rasping,wheezy,dry,sarcastic,muttering,David Mamet,John Cleese,Alan Rickman,Stephen Fry,Christopher Mintz-Plasse
55,female,sharp,acerbic,cutting,precise,unyielding,Glenn Close,Meryl Streep,Margo Martindale,Phyllis Diller,Joan Chen
37,female,breathy,husky,sultry,whispering,serene,Morena Baccarin,Katheryn Winnick,Shiri Appleby,Kate Voegele,Odette Annable
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Charles Dance
28,female,high-pitched,bright,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,raspy,crackling,dry,acerbic,witty,John Hurt,Alan Rickman,Bill Nighy,Stephen Fry,David Warner
37,female,breathy,sultry,husky,melodic,whispering,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Shiri Appleby,Ashley Greene
72,male,gravelly,raspy,resonant,authoritative,world-weary,Brian Blessed,James Earl Jones,John Hurt,David Warner,John Amos
28,female,bright,chirpy,youthful,effervescent,peppy,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
55,male,smooth,urbane,cultivated,refined,charming,Hugh Bonneville,Matthew Goode,Damian Lewis,Jeremy Piven,David Morrissey
61,female,sharp,acerbic,witty,cutting,dry,Joan Chen,Miriam Margolyes,Phyllis Diller,Jennifer Saunders,Wanda Sykes
37,female,breathy,husky,sultry,gravelly,low,Katheryn Winnick,Taraji P. Henson,Sanaa Lathan,Zoe Saldana,Rachel McAdams
62,male,gravelly,resonant,commanding,authoritative,deep,Brian Blessed,James Earl Jones,John Hurt,Alan Rickman,Charles Dance
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,raspy,wheezy,croaky,crackly,weak,John Amos,Don Rickles,Bob Barker,Walter Matthau,Burt Reynolds
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Ron Perlman
28,female,bright,chirpy,effervescent,youthful,giddy,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Ashley Greene
71,male,thin,reedy,slightly nasal,querulous,rasping,Bill Nighy,Stephen Fry,John Cleese,Alan Rickman,David Warner
37,female,breathy,sultry,husky,melodic,slightly raspy,Scarlett Johansson,Morena Baccarin,Kelly Macdonald,Katheryn Winnick,Ashley Greene
62,male,gravelly,resonant,authoritative,world-weary,deep,Brian Blessed,James Earl Jones,John Hurt,Willem Dafoe,Ron Perlman
28,female,high-pitched,bright,chirpy,youthful,clear,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Bethany Mota
71,male,wheezy,croaky,amused,quizzical,rambling,John Cleese,Alan Rickman,Bill Nighy,Stephen Fry,Michael Caine
55,female,sharp,witty,acerbic,precise,cutting,Meryl Streep,Glenn Close,Joan Chen,Jennifer Saunders,Phyllis Diller
37,female,breathy,husky,sultry,confidential,knowing,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Sanaa Lathan,Ashley Greene
62,male,gravelly,resonant,world-weary,authoritative,rumpled,Brian Blessed,John Hurt,James Earl Jones,Willem Dafoe,John Goodman
28,female,bright,chirpy,effervescent,youthful,giggly,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Dove Cameron,Raini Rodriguez
55,female,sharp,acerbic,cutting,witty,precise,Joan Chen,Glenn Close,Miriam Margolyes,Meryl Streep,Jennifer Saunders
37,female,breathy,husky,sultry,gravelly,smooth,Katheryn Winnick,Sanaa Lathan,Kelly Macdonald,Morena Baccarin,Jennifer Beals
62,male,gravelly,resonant,authoritative,raspy,deep,Brian Blessed,James Earl Jones,John Hurt,John Amos,Willem Dafoe
28,female,bright,clear,youthful,chirpy,energetic,Abigail Breslin,Kiernan Shipka,Ashley Greene,Amanda Seyfried,Dove Cameron
71,male,wheezy,high-pitched,nasally,quavering,thin,John Cleese,Tom Kenny,Peter Jackson,Patton Oswalt,Jack Black
55,female,sharp,precise,crisp,cutting,witty,Phyllis Diller,Joan Chen,Miriam Margolyes,Jennifer Saunders,Wanda Sykes
62,female,gravelly,whispering,raspy,knowing,world-weary,Miriam Margolyes,Phyllis Diller,Joan Chen,Milla Jovovich,Glenn Close
37,male,smooth,resonant,charming,confident,mellifluous,Hugh Bonneville,Henry Cavill,Sam Heughan,Theo James,Sebastian De Souza
71,male,booming,gravelly,authoritative,gruff,powerful,Brian Blessed,James Earl Jones,John Goodman,John Hurt,Ron Perlman
28,female,bright,clear,energetic,youthful,bubbly,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
49,female,breathy,husky,sultry,seductive,mysterious,Katheryn Winnick,Sanaa Lathan,Mallika Sherawat,Monica Bellucci,Thandie Newton
37,female,breathy,sultry,husky,confidential,smooth,Katheryn Winnick,Morena Baccarin,Kate Voegele,Shiri Appleby,Kelly Macdonald
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Amos,James Cosmo
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,rasping,wheezy,quizzical,acerbic,dry,Alan Rickman,Bill Nighy,John Cleese,Stephen Fry,David Warner
37,female,husky,gravelly,world-weary,resonant,mellow,Taraji P. Henson,Katheryn Winnick,Constance Zimmer,Leslie Mann,Mira Furlan
62,male,gravelly,raspy,authoritative,booming,commanding,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Charles Dance
28,female,bright,chirpy,youthful,effervescent,optimistic,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
71,male,thin,reedy,whispery,tremulous,fragile,Bill Nighy,John Cleese,Alan Rickman,Stephen Fry,John Nettles
37,female,breathy,husky,sultry,gravelly,smooth,Katheryn Winnick,Morena Baccarin,Sanaa Lathan,Kelly Macdonald,Jennifer Beals
72,male,raspy,gravelly,world-weary,resonant,authoritative,Brian Blessed,John Hurt,James Earl Jones,Willem Dafoe,John Goodman
51,female,high-pitched,bright,nasally,chirpy,effervescent,Kristen Johnston,Jennette McCurdy,Abigail Breslin,America Ferrera,Kelli Berglund
28,male,smooth,urbane,charming,velvety,confident,Theo James,Sebastian De Souza,Chace Crawford,Ryan Phillippe,Max Irons
37,female,breathy,sultry,husky,melodic,serene,Katheryn Winnick,Kelly Macdonald,Morena Baccarin,Amanda Seyfried,Shiri Appleby
62,male,gravelly,resonant,authoritative,raspy,world-weary,Brian Blessed,Willem Dafoe,James Earl Jones,John Hurt,John Goodman
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,thin,reedy,whispering,quavering,nervous,Bill Nighy,Jeremy Piven,David Mamet,Michael C. Hall,John Cleese
55,female,sharp,acerbic,cutting,witty,uncompromising,Janice Dickinson,Miriam Margolyes,Wanda Sykes,Phyllis Diller,Jennifer Saunders
62,female,gravelly,raspy,world-weary,husky,resonant,Miriam Margolyes,Joan Chen,Glenn Close,Margo Martindale,Phyllis Diller
37,male,smooth,urbane,mellifluous,charming,confident,Hugh Bonneville,Theo James,James Earl Jones,Sebastian De Souza,Richard Madden
28,female,bright,lilting,youthful,clear,energetic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,booming,robust,authoritative,gravelly,powerful,Brian Blessed,James Earl Jones,John Amos,Fred Williamson,Charles Dance
49,female,crisp,precise,incisive,sharp,clear,Olivia Colman,Sanaa Lathan,Leslie Mann,Constance Zimmer,Kelly Macdonald
62,female,gravelly,raspy,world-weary,whispering,enigmatic,Joan Chen,Miriam Margolyes,Margo Martindale,Glenn Close,Phyllis Diller
38,male,smooth,resonant,authoritative,calm,assured,Henry Cavill,Theo James,Sam Worthington,Richard Madden,James Earl Jones
28,female,bright,lilting,youthful,bubbly,effervescent,Amanda Seyfried,Kiernan Shipka,Abigail Breslin,Kelli Berglund,Raini Rodriguez
71,male,gruff,booming,gravelly,unrefined,powerful,Brian Blessed,John Amos,Fred Williamson,James Cosmo,Bruce Boxleitner
45,female,sharp,precise,cutting,witty,acerbic,Janice Dickinson,Leslie Mann,Wendi McLendon-Covey,Kathy Griffin,Wanda Sykes
62,female,gravelly,raspy,world-weary,whispery,knowing,Phyllis Diller,Miriam Margolyes,Joan Chen,Leslie Mann,Meryl Streep
37,male,smooth,resonant,confident,melodic,warm,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Chris Pine
71,male,gruff,booming,authoritative,gravelly,imposing,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,John Amos
28,female,bright,bubbly,youthful,energetic,chirpy,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
55,female,sharp,cutting,precise,crisp,icy,Janice Dickinson,Katheryn Winnick,Glenn Close,Tilda Swinton,Constance Zimmer
62,female,gravelly,raspy,world-weary,whispery,hushed,Miriam Margolyes,Phyllis Diller,Joan Chen,Margo Martindale,Ruby Dee
37,male,smooth,baritonal,resonant,commanding,assured,Henry Cavill,Idris Elba,Damian Lewis,Hugh Bonneville,Sam Worthington
71,male,nasally,high-pitched,thin,reedy,quavering,Tom Kenny,Michael C. Hall,Seth Rogen,Jack Black,Patton Oswalt
28,female,bright,bubbly,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Ashley Greene,Raini Rodriguez,Kelli Berglund
51,male,deep,gravelly,rumbling,authoritative,powerful,Brian Blessed,James Earl Jones,John Amos,Charles Dance,Ron Perlman
62,female,gravelly,whispering,raspy,knowing,world-weary,Glenn Close,Miriam Margolyes,Joan Chen,Margo Martindale,Phyllis Diller
37,male,smooth,baritone,resonant,confident,suave,Henry Cavill,Idris Elba,Hugh Bonneville,Damian Lewis,James Earl Jones
28,female,bright,chirpy,youthful,giggly,effervescent,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Jennette McCurdy
71,male,gruff,gravelly,booming,authoritative,commanding,Brian Blessed,James Earl Jones,John Amos,Fred Williamson,Charles Dance
49,female,breathy,sultry,husky,seductive,mysterious,Sanaa Lathan,Thandie Newton,Debi Mazar,Taraji P. Henson,Jennifer Beals
37,female,breathy,sultry,husky,melodic,confiding,Morena Baccarin,Kelly Macdonald,Katheryn Winnick,Ashley Greene,Amanda Seyfried
62,male,gravelly,resonant,authoritative,world-weary,rumpled,Brian Blessed,Willem Dafoe,John Hurt,James Earl Jones,Harvey Keitel
28,female,bright,effervescent,girlish,lilting,unpretentious,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,rasping,dry,acerbic,sarcastic,gravel-toned,John Cleese,David Mamet,Alan Rickman,Stephen Fry,John Oliver
55,female,sharp,precise,cutting,crisp,incisive,Janice Dickinson,Glenn Close,Meryl Streep,Joan Chen,Constance Zimmer
